land,dags,erlent,innlent
Belgía,2011-01-01,0.657,0.723
Belgía,2011-04-01,0.6659999999999999,0.7340000000000001
Belgía,2011-07-01,0.66,0.731
Belgía,2011-10-01,0.667,0.7340000000000001
Belgía,2012-01-01,0.664,0.727
Belgía,2012-04-01,0.649,0.731
Belgía,2012-07-01,0.675,0.735
Belgía,2012-10-01,0.6920000000000001,0.736
Belgía,2013-01-01,0.672,0.735
Belgía,2013-04-01,0.659,0.742
Belgía,2013-07-01,0.6759999999999999,0.747
Belgía,2013-10-01,0.6729999999999999,0.738
Belgía,2014-01-01,0.68,0.738
Belgía,2014-04-01,0.685,0.7390000000000001
Belgía,2014-07-01,0.6990000000000001,0.7390000000000001
Belgía,2014-10-01,0.687,0.746
Belgía,2015-01-01,0.706,0.742
Belgía,2015-04-01,0.6559999999999999,0.738
Belgía,2015-07-01,0.6940000000000001,0.738
Belgía,2015-10-01,0.703,0.741
Belgía,2016-01-01,0.6890000000000001,0.736
Belgía,2016-04-01,0.6829999999999999,0.737
Belgía,2016-07-01,0.669,0.74
Belgía,2016-10-01,0.718,0.747
Belgía,2017-01-01,0.674,0.741
Belgía,2017-04-01,0.6890000000000001,0.74
Belgía,2017-07-01,0.7040000000000001,0.742
Belgía,2017-10-01,0.693,0.75
Belgía,2018-01-01,0.682,0.745
Belgía,2018-04-01,0.68,0.741
Belgía,2018-07-01,0.691,0.75
Belgía,2018-10-01,0.7190000000000001,0.752
Belgía,2019-01-01,0.682,0.746
Belgía,2019-04-01,0.6890000000000001,0.757
Belgía,2019-07-01,0.6779999999999999,0.757
Belgía,2019-10-01,0.68,0.752
Belgía,2020-01-01,0.6779999999999999,0.7509999999999999
Belgía,2020-04-01,0.65,0.742
Belgía,2020-07-01,0.679,0.758
Belgía,2020-10-01,0.6659999999999999,0.753
Belgía,2021-01-01,0.664,0.7490000000000001
Belgía,2021-04-01,0.6990000000000001,0.7559999999999999
Belgía,2021-07-01,0.7290000000000001,0.7659999999999999
Belgía,2021-10-01,0.706,0.7659999999999999
Belgía,2022-01-01,0.703,0.767
Belgía,2022-04-01,0.713,0.762
Belgía,2022-07-01,0.722,0.768
Belgía,2022-10-01,0.7170000000000001,0.773
Belgía,2023-01-01,0.72,0.77
Belgía,2023-04-01,0.691,0.763
Belgía,2023-07-01,0.693,0.772
Tékkland,2011-01-01,0.8009999999999999,0.755
Tékkland,2011-04-01,0.8,0.759
Tékkland,2011-07-01,0.7879999999999999,0.76
Tékkland,2011-10-01,0.785,0.758
Tékkland,2012-01-01,0.7929999999999999,0.758
Tékkland,2012-04-01,0.816,0.764
Tékkland,2012-07-01,0.815,0.7709999999999999
Tékkland,2012-10-01,0.8220000000000001,0.772
Tékkland,2013-01-01,0.8320000000000001,0.772
Tékkland,2013-04-01,0.846,0.778
Tékkland,2013-07-01,0.852,0.78
Tékkland,2013-10-01,0.852,0.78
Tékkland,2014-01-01,0.835,0.778
Tékkland,2014-04-01,0.821,0.779
Tékkland,2014-07-01,0.807,0.7829999999999999
Tékkland,2014-10-01,0.797,0.787
Tékkland,2015-01-01,0.7979999999999999,0.7859999999999999
Tékkland,2015-04-01,0.8059999999999999,0.7859999999999999
Tékkland,2015-07-01,0.805,0.7879999999999999
Tékkland,2015-10-01,0.816,0.789
Tékkland,2016-01-01,0.843,0.79
Tékkland,2016-04-01,0.8590000000000001,0.795
Tékkland,2016-07-01,0.8420000000000001,0.8
Tékkland,2016-10-01,0.853,0.805
Tékkland,2017-01-01,0.853,0.8029999999999999
Tékkland,2017-04-01,0.847,0.804
Tékkland,2017-07-01,0.858,0.81
Tékkland,2017-10-01,0.84,0.812
Tékkland,2018-01-01,0.8440000000000001,0.8109999999999999
Tékkland,2018-04-01,0.8540000000000001,0.815
Tékkland,2018-07-01,0.86,0.818
Tékkland,2018-10-01,0.863,0.821
Tékkland,2019-01-01,0.8540000000000001,0.8170000000000001
Tékkland,2019-04-01,0.866,0.816
Tékkland,2019-07-01,0.8740000000000001,0.8190000000000001
Tékkland,2019-10-01,0.868,0.82
Tékkland,2020-01-01,0.857,0.816
Tékkland,2020-04-01,0.8590000000000001,0.812
Tékkland,2020-07-01,0.8590000000000001,0.818
Tékkland,2020-10-01,0.872,0.82
Tékkland,2021-01-01,0.853,0.8170000000000001
Tékkland,2021-04-01,0.856,0.815
Tékkland,2021-07-01,0.853,0.826
Tékkland,2021-10-01,0.862,0.8270000000000001
Tékkland,2022-01-01,0.8640000000000001,0.825
Tékkland,2022-04-01,0.879,0.828
Tékkland,2022-07-01,0.873,0.833
Tékkland,2022-10-01,0.882,0.833
Tékkland,2023-01-01,0.878,0.831
Tékkland,2023-04-01,0.8690000000000001,0.838
Tékkland,2023-07-01,0.861,0.8390000000000001
Danmörk,2011-01-01,0.682,0.812
Danmörk,2011-04-01,0.696,0.812
Danmörk,2011-07-01,0.7170000000000001,0.813
Danmörk,2011-10-01,0.7090000000000001,0.807
Danmörk,2012-01-01,0.721,0.807
Danmörk,2012-04-01,0.701,0.812
Danmörk,2012-07-01,0.71,0.809
Danmörk,2012-10-01,0.675,0.804
Danmörk,2013-01-01,0.7140000000000001,0.807
Danmörk,2013-04-01,0.726,0.8059999999999999
Danmörk,2013-07-01,0.6890000000000001,0.81
Danmörk,2013-10-01,0.688,0.8
Danmörk,2014-01-01,0.7,0.802
Danmörk,2014-04-01,0.715,0.805
Danmörk,2014-07-01,0.732,0.81
Danmörk,2014-10-01,0.6970000000000001,0.812
Danmörk,2015-01-01,0.698,0.813
Danmörk,2015-04-01,0.696,0.815
Danmörk,2015-07-01,0.708,0.812
Danmörk,2015-10-01,0.716,0.809
Danmörk,2016-01-01,0.7140000000000001,0.8079999999999999
Danmörk,2016-04-01,0.7509999999999999,0.81
Danmörk,2016-07-01,0.7290000000000001,0.815
Danmörk,2016-10-01,0.748,0.809
Danmörk,2017-01-01,0.746,0.8109999999999999
Danmörk,2017-04-01,0.721,0.815
Danmörk,2017-07-01,0.7170000000000001,0.8220000000000001
Danmörk,2017-10-01,0.723,0.818
Danmörk,2018-01-01,0.7170000000000001,0.818
Danmörk,2018-04-01,0.7240000000000001,0.825
Danmörk,2018-07-01,0.7440000000000001,0.821
Danmörk,2018-10-01,0.74,0.823
Danmörk,2019-01-01,0.72,0.8270000000000001
Danmörk,2019-04-01,0.7170000000000001,0.83
Danmörk,2019-07-01,0.733,0.833
Danmörk,2019-10-01,0.757,0.8320000000000001
Danmörk,2020-01-01,0.747,0.8270000000000001
Danmörk,2020-04-01,0.748,0.82
Danmörk,2020-07-01,0.748,0.833
Danmörk,2020-10-01,0.779,0.83
Danmörk,2021-01-01,0.765,0.8290000000000001
Danmörk,2021-04-01,0.7609999999999999,0.8340000000000001
Danmörk,2021-07-01,0.7909999999999999,0.8320000000000001
Danmörk,2021-10-01,0.8009999999999999,0.8420000000000001
Danmörk,2022-01-01,0.802,0.836
Danmörk,2022-04-01,0.818,0.84
Danmörk,2022-07-01,0.8059999999999999,0.84
Danmörk,2022-10-01,0.8420000000000001,0.833
Danmörk,2023-01-01,0.8190000000000001,0.84
Danmörk,2023-04-01,0.7709999999999999,0.84
Danmörk,2023-07-01,0.8,0.8390000000000001
Þýskaland,2011-01-01,0.7090000000000001,0.8170000000000001
Þýskaland,2011-04-01,0.7240000000000001,0.821
Þýskaland,2011-07-01,0.725,0.823
Þýskaland,2011-10-01,0.7140000000000001,0.825
Þýskaland,2012-01-01,0.7190000000000001,0.8190000000000001
Þýskaland,2012-04-01,0.726,0.821
Þýskaland,2012-07-01,0.732,0.8240000000000001
Þýskaland,2012-10-01,0.73,0.8240000000000001
Þýskaland,2013-01-01,0.7190000000000001,0.8240000000000001
Þýskaland,2013-04-01,0.731,0.826
Þýskaland,2013-07-01,0.7290000000000001,0.828
Þýskaland,2013-10-01,0.716,0.8290000000000001
Þýskaland,2014-01-01,0.723,0.8270000000000001
Þýskaland,2014-04-01,0.723,0.8290000000000001
Þýskaland,2014-07-01,0.731,0.831
Þýskaland,2014-10-01,0.727,0.83
Þýskaland,2015-01-01,0.725,0.8290000000000001
Þýskaland,2015-04-01,0.727,0.8270000000000001
Þýskaland,2015-07-01,0.725,0.831
Þýskaland,2015-10-01,0.723,0.8340000000000001
Þýskaland,2016-01-01,0.706,0.8340000000000001
Þýskaland,2016-04-01,0.706,0.8340000000000001
Þýskaland,2016-07-01,0.7140000000000001,0.8390000000000001
Þýskaland,2016-10-01,0.715,0.8390000000000001
Þýskaland,2017-01-01,0.711,0.836
Þýskaland,2017-04-01,0.703,0.84
Þýskaland,2017-07-01,0.71,0.843
Þýskaland,2017-10-01,0.716,0.845
Þýskaland,2018-01-01,0.716,0.843
Þýskaland,2018-04-01,0.728,0.841
Þýskaland,2018-07-01,0.733,0.845
Þýskaland,2018-10-01,0.732,0.847
Þýskaland,2019-01-01,0.738,0.846
Þýskaland,2019-04-01,0.74,0.846
Þýskaland,2019-07-01,0.748,0.85
Þýskaland,2019-10-01,0.743,0.85
Þýskaland,2021-01-01,0.706,0.8340000000000001
Þýskaland,2021-04-01,0.721,0.838
Þýskaland,2021-07-01,0.727,0.8490000000000001
Þýskaland,2021-10-01,0.73,0.8490000000000001
Þýskaland,2022-01-01,0.742,0.846
Þýskaland,2022-04-01,0.741,0.852
Þýskaland,2022-07-01,0.737,0.8540000000000001
Þýskaland,2022-10-01,0.737,0.856
Þýskaland,2023-01-01,0.7390000000000001,0.857
Þýskaland,2023-04-01,0.741,0.861
Þýskaland,2023-07-01,0.7340000000000001,0.86
Eistland,2011-01-01,0.815,0.797
Eistland,2011-04-01,0.8190000000000001,0.799
Eistland,2011-07-01,0.81,0.8109999999999999
Eistland,2011-10-01,0.815,0.8
Eistland,2012-01-01,0.8140000000000001,0.799
Eistland,2012-04-01,0.7829999999999999,0.805
Eistland,2012-07-01,0.777,0.813
Eistland,2012-10-01,0.7759999999999999,0.799
Eistland,2013-01-01,0.78,0.807
Eistland,2013-04-01,0.8109999999999999,0.8059999999999999
Eistland,2013-07-01,0.7909999999999999,0.8009999999999999
Eistland,2013-10-01,0.754,0.812
Eistland,2014-01-01,0.726,0.804
Eistland,2014-04-01,0.77,0.8079999999999999
Eistland,2014-07-01,0.792,0.8140000000000001
Eistland,2014-10-01,0.7929999999999999,0.807
Eistland,2015-01-01,0.727,0.8059999999999999
Eistland,2015-04-01,0.727,0.826
Eistland,2015-07-01,0.809,0.8270000000000001
Eistland,2015-10-01,0.805,0.8170000000000001
Eistland,2016-01-01,0.737,0.8109999999999999
Eistland,2016-04-01,0.784,0.835
Eistland,2016-07-01,0.826,0.8370000000000001
Eistland,2016-10-01,0.7829999999999999,0.825
Eistland,2017-01-01,0.782,0.83
Eistland,2017-04-01,0.804,0.8340000000000001
Eistland,2017-07-01,0.816,0.8340000000000001
Eistland,2017-10-01,0.83,0.8440000000000001
Eistland,2018-01-01,0.805,0.84
Eistland,2018-04-01,0.789,0.8390000000000001
Eistland,2018-07-01,0.8240000000000001,0.833
Eistland,2018-10-01,0.8190000000000001,0.843
Eistland,2019-01-01,0.7909999999999999,0.8370000000000001
Eistland,2019-04-01,0.8029999999999999,0.8340000000000001
Eistland,2019-07-01,0.809,0.8370000000000001
Eistland,2019-10-01,0.8029999999999999,0.852
Eistland,2020-01-01,0.8290000000000001,0.838
Eistland,2020-04-01,0.8,0.8320000000000001
Eistland,2020-07-01,0.8220000000000001,0.847
Eistland,2020-10-01,0.8270000000000001,0.856
Eistland,2021-01-01,0.831,0.853
Eistland,2021-04-01,0.7759999999999999,0.846
Eistland,2021-07-01,0.795,0.853
Eistland,2021-10-01,0.815,0.858
Eistland,2022-01-01,0.826,0.8759999999999999
Eistland,2022-04-01,0.782,0.875
Eistland,2022-07-01,0.815,0.873
Eistland,2022-10-01,0.813,0.88
Eistland,2023-01-01,0.8140000000000001,0.8809999999999999
Eistland,2023-04-01,0.861,0.8809999999999999
Eistland,2023-07-01,0.88,0.879
Írland,2011-01-01,0.7659999999999999,0.75
Írland,2011-04-01,0.7879999999999999,0.758
Írland,2011-07-01,0.789,0.755
Írland,2011-10-01,0.775,0.7559999999999999
Írland,2012-01-01,0.7829999999999999,0.7509999999999999
Írland,2012-04-01,0.782,0.755
Írland,2012-07-01,0.78,0.758
Írland,2012-10-01,0.773,0.753
Írland,2013-01-01,0.777,0.755
Írland,2013-04-01,0.792,0.765
Írland,2013-07-01,0.799,0.7659999999999999
Írland,2013-10-01,0.784,0.767
Írland,2014-01-01,0.779,0.763
Írland,2014-04-01,0.78,0.767
Írland,2014-07-01,0.775,0.775
Írland,2014-10-01,0.759,0.772
Írland,2015-01-01,0.746,0.772
Írland,2015-04-01,0.755,0.778
Írland,2015-07-01,0.7709999999999999,0.775
Írland,2015-10-01,0.767,0.777
Írland,2016-01-01,0.7659999999999999,0.7709999999999999
Írland,2016-04-01,0.7829999999999999,0.778
Írland,2016-07-01,0.79,0.78
Írland,2016-10-01,0.7759999999999999,0.7759999999999999
Írland,2017-01-01,0.7759999999999999,0.7759999999999999
Írland,2017-04-01,0.7809999999999999,0.777
Írland,2017-07-01,0.8059999999999999,0.779
Írland,2017-10-01,0.7959999999999999,0.778
Írland,2018-01-01,0.799,0.773
Írland,2018-04-01,0.8079999999999999,0.779
Írland,2018-07-01,0.812,0.7809999999999999
Írland,2018-10-01,0.813,0.7809999999999999
Írland,2019-01-01,0.802,0.784
Írland,2019-04-01,0.8009999999999999,0.7829999999999999
Írland,2019-07-01,0.8029999999999999,0.7829999999999999
Írland,2019-10-01,0.8029999999999999,0.7879999999999999
Írland,2020-01-01,0.8009999999999999,0.785
Írland,2020-04-01,0.745,0.75
Írland,2020-07-01,0.7959999999999999,0.78
Írland,2020-10-01,0.7859999999999999,0.777
Írland,2021-01-01,0.7609999999999999,0.763
Írland,2021-04-01,0.815,0.787
Írland,2021-07-01,0.812,0.807
Írland,2021-10-01,0.838,0.812
Írland,2022-01-01,0.8440000000000001,0.812
Írland,2022-04-01,0.848,0.81
Írland,2022-07-01,0.8390000000000001,0.807
Írland,2022-10-01,0.83,0.812
Írland,2023-01-01,0.835,0.815
Írland,2023-04-01,0.856,0.8170000000000001
Írland,2023-07-01,0.8490000000000001,0.8190000000000001
Grikkland,2011-01-01,0.7929999999999999,0.72
Grikkland,2011-04-01,0.787,0.72
Grikkland,2011-07-01,0.7879999999999999,0.718
Grikkland,2011-10-01,0.785,0.7170000000000001
Grikkland,2012-01-01,0.78,0.72
Grikkland,2012-04-01,0.779,0.721
Grikkland,2012-07-01,0.7879999999999999,0.721
Grikkland,2012-10-01,0.787,0.722
Grikkland,2013-01-01,0.79,0.72
Grikkland,2013-04-01,0.795,0.7240000000000001
Grikkland,2013-07-01,0.809,0.723
Grikkland,2013-10-01,0.805,0.718
Grikkland,2014-01-01,0.8,0.72
Grikkland,2014-04-01,0.8009999999999999,0.7190000000000001
Grikkland,2014-07-01,0.805,0.7190000000000001
Grikkland,2014-10-01,0.7909999999999999,0.716
Grikkland,2015-01-01,0.784,0.7190000000000001
Grikkland,2015-04-01,0.8029999999999999,0.726
Grikkland,2015-07-01,0.81,0.731
Grikkland,2015-10-01,0.7959999999999999,0.73
Grikkland,2016-01-01,0.8029999999999999,0.728
Grikkland,2016-04-01,0.8,0.732
Grikkland,2016-07-01,0.792,0.735
Grikkland,2016-10-01,0.764,0.728
Grikkland,2017-01-01,0.7659999999999999,0.73
Grikkland,2017-04-01,0.789,0.735
Grikkland,2017-07-01,0.797,0.735
Grikkland,2017-10-01,0.7559999999999999,0.731
Grikkland,2018-01-01,0.7509999999999999,0.73
Grikkland,2018-04-01,0.78,0.737
Grikkland,2018-07-01,0.778,0.7390000000000001
Grikkland,2018-10-01,0.7440000000000001,0.733
Grikkland,2019-01-01,0.752,0.736
Grikkland,2019-04-01,0.782,0.743
Grikkland,2019-07-01,0.784,0.74
Grikkland,2019-10-01,0.738,0.735
Grikkland,2020-01-01,0.7170000000000001,0.723
Grikkland,2020-04-01,0.7509999999999999,0.726
Grikkland,2020-07-01,0.779,0.738
Grikkland,2020-10-01,0.742,0.7340000000000001
Grikkland,2021-01-01,0.6759999999999999,0.696
Grikkland,2021-04-01,0.7759999999999999,0.738
Grikkland,2021-07-01,0.763,0.755
Grikkland,2021-10-01,0.6890000000000001,0.747
Grikkland,2022-01-01,0.731,0.75
Grikkland,2022-04-01,0.7440000000000001,0.7609999999999999
Grikkland,2022-07-01,0.762,0.764
Grikkland,2022-10-01,0.722,0.753
Grikkland,2023-01-01,0.695,0.748
Grikkland,2023-04-01,0.76,0.768
Grikkland,2023-07-01,0.7659999999999999,0.7659999999999999
Spánn,2011-01-01,0.833,0.772
Spánn,2011-04-01,0.8440000000000001,0.775
Spánn,2011-07-01,0.836,0.775
Spánn,2011-10-01,0.8340000000000001,0.777
Spánn,2012-01-01,0.838,0.778
Spánn,2012-04-01,0.833,0.7809999999999999
Spánn,2012-07-01,0.83,0.7829999999999999
Spánn,2012-10-01,0.8340000000000001,0.7809999999999999
Spánn,2013-01-01,0.8390000000000001,0.7809999999999999
Spánn,2013-04-01,0.825,0.782
Spánn,2013-07-01,0.825,0.7829999999999999
Spánn,2013-10-01,0.8240000000000001,0.784
Spánn,2014-01-01,0.821,0.7809999999999999
Spánn,2014-04-01,0.8240000000000001,0.785
Spánn,2014-07-01,0.816,0.784
Spánn,2014-10-01,0.825,0.7879999999999999
Spánn,2015-01-01,0.8270000000000001,0.784
Spánn,2015-04-01,0.8290000000000001,0.79
Spánn,2015-07-01,0.816,0.7859999999999999
Spánn,2015-10-01,0.8170000000000001,0.7879999999999999
Spánn,2016-01-01,0.821,0.787
Spánn,2016-04-01,0.8190000000000001,0.79
Spánn,2016-07-01,0.8059999999999999,0.79
Spánn,2016-10-01,0.8029999999999999,0.7879999999999999
Spánn,2017-01-01,0.81,0.785
Spánn,2017-04-01,0.8059999999999999,0.787
Spánn,2017-07-01,0.804,0.787
Spánn,2017-10-01,0.812,0.7859999999999999
Spánn,2018-01-01,0.8009999999999999,0.784
Spánn,2018-04-01,0.8029999999999999,0.7879999999999999
Spánn,2018-07-01,0.7909999999999999,0.787
Spánn,2018-10-01,0.797,0.787
Spánn,2019-01-01,0.79,0.785
Spánn,2019-04-01,0.7979999999999999,0.789
Spánn,2019-07-01,0.7909999999999999,0.789
Spánn,2019-10-01,0.795,0.7909999999999999
Spánn,2020-01-01,0.7809999999999999,0.7859999999999999
Spánn,2020-04-01,0.725,0.755
Spánn,2020-07-01,0.779,0.78
Spánn,2020-10-01,0.789,0.7859999999999999
Spánn,2021-01-01,0.777,0.782
Spánn,2021-04-01,0.795,0.7909999999999999
Spánn,2021-07-01,0.79,0.8
Spánn,2021-10-01,0.7929999999999999,0.795
Spánn,2022-01-01,0.79,0.7929999999999999
Spánn,2022-04-01,0.789,0.797
Spánn,2022-07-01,0.785,0.799
Spánn,2022-10-01,0.7859999999999999,0.797
Spánn,2023-01-01,0.79,0.7979999999999999
Spánn,2023-04-01,0.787,0.804
Spánn,2023-07-01,0.797,0.8079999999999999
Frakkland,2011-01-01,0.685,0.7609999999999999
Frakkland,2011-04-01,0.682,0.762
Frakkland,2011-07-01,0.665,0.7609999999999999
Frakkland,2011-10-01,0.662,0.7659999999999999
Frakkland,2012-01-01,0.677,0.7659999999999999
Frakkland,2012-04-01,0.674,0.77
Frakkland,2012-07-01,0.664,0.77
Frakkland,2012-10-01,0.672,0.775
Frakkland,2013-01-01,0.6729999999999999,0.773
Frakkland,2013-04-01,0.682,0.775
Frakkland,2013-07-01,0.687,0.775
Frakkland,2013-10-01,0.7020000000000001,0.775
Frakkland,2014-01-01,0.695,0.774
Frakkland,2014-04-01,0.6890000000000001,0.774
Frakkland,2014-07-01,0.6729999999999999,0.774
Frakkland,2014-10-01,0.6779999999999999,0.779
Frakkland,2015-01-01,0.675,0.777
Frakkland,2015-04-01,0.677,0.7809999999999999
Frakkland,2015-07-01,0.6759999999999999,0.7809999999999999
Frakkland,2015-10-01,0.657,0.784
Frakkland,2016-01-01,0.6609999999999999,0.785
Frakkland,2016-04-01,0.667,0.7829999999999999
Frakkland,2016-07-01,0.674,0.782
Frakkland,2016-10-01,0.667,0.785
Frakkland,2017-01-01,0.659,0.7809999999999999
Frakkland,2017-04-01,0.67,0.787
Frakkland,2017-07-01,0.669,0.787
Frakkland,2017-10-01,0.675,0.789
Frakkland,2018-01-01,0.682,0.789
